code,brand,product_name,categories,ingredients,ingredients_source,fragrance_free,hypoallergenic,derm_tested,open_beauty_facts_url,source
3600531658106,Maybelline New York,Maybelline New York Instant Anti-Age Perfector 4-in-1 Glow Fair Light Concealer,"Face Makeup, Cosmetics, Foundations","Aqua, Isohexadecane, Dimethicone, Glycerin, Isododecane, Diisopropyl Adipate, PEG-9 Polydimethylsiloxyethyl Dimethicone, Propylene Glycol, Dimethicone Crosspolymer, Disteardimonium Hectorite, PEG-10 Dimethicone, Cetyl PEG/PPG-10/1 Dimethicone, Phenoxyethanol, Kaolin, Sodium Chloride, Polyglyceryl-4 Isostearate, Caprylyl Glycol, Synthetic Fluorphlogopite, Butyrospermum Parkii Butter / Shea Butter, Ethylhexylglycerin, Ethylhexyl Palmitate, Disodium Stearoyl Glutamate, Aluminum Hydroxide, Silica Dimethyl Silylate [Nano], Silica Dimethyl Silylate, Butylene Glycol, Sodium Hyaluronate, Tocopherol, Hexylene Glycol, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Citric Acid",open_beauty_facts,,,,https://world.openbeautyfacts.org/product/3600531658106/maybelline-new-york-instant-perfector-glow-4-etki-1-arada-fondoten-00-fair-light,open_beauty_facts
3600531638887,Maybelline New York,Maybelline New York Instant Anti-Age Perfector 4-in-1 Glow Light Concealer,"BB Creams, Concealers, Cosmetics, Foundations, Glow makeup, Highlighters","Aqua / Water, Isohexadecane, Dimethicone, Glycerin, Isododecane, Diisopropyl Adipate, PEG-9 Polydimethylsiloxyethyl Dimethicone, Propylene Glycol, Dimethicone Crosspolymer, Disteardimonium Hectorite, PEG-10 Dimethicone, Cetyl PEG/PPG-10/1 Dimethicone, Phenoxyethanol, Kaolin, Sodium Chloride, Polyglyceryl-4 Isostearate, Caprylyl Glycol, Synthetic Fluorphlogopite, Butyrospermum Parkii Butter / Shea Butter, Ethylhexylglycerin, Ethylhexyl Palmitate, Disodium Stearoyl Glutamate, Aluminum Hydroxide, Silica Dimethyl Silylate [Nano] / Silica Dimethyl Silylate, Butylene Glycol, Sodium Hyaluronate, Tocopherol, Hexylene Glycol, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Citric Acid",open_beauty_facts,,,,https://world.openbeautyfacts.org/product/3600531638887/maybelline-new-york-instant-anti-age-perfector-4-in-1-glow-light-concealer,open_beauty_facts
3760420014069,Note,Note 3in1 Serum Concealer 10 Medium,"Face Makeup, Concealers, Cosmetics, SPF concealers, Serum concealers, Under-eye concealers","Aqua, Caprylic/Capric Triglyceride, Ethylhexyl Salicylate, Niacinamide, Isoamyl Laurate, Glycerin, Polyglyceryl-3 Polyricinoleate, Silica, Undecane, Disteardimonium Hectorite, Tridecane, Zinc Stearate, Polyglyceryl-3 Diisostearate, Magnesium Sulfate, 1,2-Hexanediol, Caprylyl Glycol, Xanthan Gum, Parfum, Sodium PCA, Urea, Helianthus Annuus Seed Oil, Tocopheryl Acetate, Trehalose, Leuconostoc/Radish Root Ferment Filtrate, Polyquaternium-51, Chamomilla Recutita Flower Extract, Sodium Hyaluronate, Tocopherol, Hexamethylindanopyran, Terpineol, Tetramethyl Acetyloctahydronaphthalenes, Trimethylbenzenepropanol. May contain: CI 77891, CI 77491, CI 77492, CI 77499",open_beauty_facts,False,,,https://world.openbeautyfacts.org/product/3760420014069/note-3in1-serum-concealer-10-medium,open_beauty_facts
0800897129781,Nyx,NYX Professional Makeup 03 Bare With Me Vanilla Concealer Serum,"Makeup, nl:Beauty, nl:Concealer",". -Agua_verde= Beneficios: El agua es un componente esencial en muchas fórmulas de maquillaje y ayuda a proporcionar la base líquida del producto. Consideraciones: No hay contraindicaciones conocidas para el agua en maquillaje. -Poliisobuteno hidrogenado_amarillo= Beneficios: Agente acondicionador que proporciona suavidad y humectación a la piel. Consideraciones: Puede obstruir los poros en algunas personas con piel propensa al acné. -Polideceno hidrogenado_amarillo= Beneficios: Agente emoliente que ayuda a suavizar y acondicionar la piel. Consideraciones: Puede causar obstrucción de los poros en algunas personas. -Poligliceril-3 diisostearato_verde= Beneficios: Emulsionante que ayuda a mantener la estabilidad de la fórmula. Consideraciones: Generalmente seguro para su uso en cosméticos. -Glicerina_verde= Beneficios: Hidratante que ayuda a mantener la humedad de la piel. Consideraciones: Generalmente seguro para su uso en cosméticos. -Trimetilsiloxisilicato_amarillo= Beneficios: Agente acondicionador y formador de película que mejora la durabilidad del maquillaje. Consideraciones: Puede causar irritación en algunas personas con piel sensible. -Isononil isononanoato_amarillo= Beneficios: Emoliente que proporciona suavidad y ayuda a dispersar otros ingredientes. Consideraciones: Puede obstruir los poros en algunas personas con piel propensa al acné. -Hectorita de disteardimonio_amarillo= Beneficios: Agente espesante y estabilizador. Consideraciones: Puede causar obstrucción de los poros en algunas personas. -Glicol de butileno_amarillo= Beneficios: Actúa como humectante para mantener la hidratación de la piel. Consideraciones: Puede causar irritación en algunas personas con piel sensible. -Sílice_amarillo= Beneficios: Agente absorbente que ayuda a controlar el brillo y mejorar la textura de la piel. Consideraciones: Puede causar irritación en algunas personas con piel sensible. -Extracto de hoja de Camellia Sinensis_verde= Beneficios: Rico en antioxidantes que ayudan a proteger la piel del daño ambiental. Consideraciones: Generalmente seguro para su uso en cosméticos. -Aceite de semilla de Helianthus Annuus_verde= Beneficios: Agente acondicionador de la piel que ayuda a suavizar y nutrir. Consideraciones: Generalmente seguro para su uso en cosméticos. -Polisacárido de Tremella Fuciformis_verde= Beneficios: Hidratante que ayuda a retener la humedad en la piel. Consideraciones: Generalmente seguro para su uso en cosméticos. -Extracto de Centella Asiática_verde= Beneficios: Calma y suaviza la piel, con propiedades antioxidantes y antiinflamatorias. Consideraciones: Generalmente seguro para su uso en cosméticos. -Alantoína_verde= Beneficios: Calma y suaviza la piel, promoviendo la cicatrización y la regeneración. Consideraciones: Generalmente seguro para su uso en cosméticos. -Olivato de sorbitán_amarillo= Beneficios: Agente emulsionante y acondicionador de la piel. Consideraciones: Puede causar irritación en algunas personas con piel sensible. -Sesquiisostearato de sorbitán_amarillo= Beneficios: Emulsionante que ayuda a mezclar ingredientes a base de aceite y agua. Consideraciones: Puede causar irritación en algunas personas con piel sensible. -Behenato de glicerilo/Eicosadioato_verde= Beneficios: Agente acondicionador y emoliente que proporciona suavidad a la piel. Consideraciones: Generalmente seguro para su uso en cosméticos. -Cloruro de sodio_verde= Beneficios: Regula la viscosidad y mejora la estabilidad de la fórmula. Consideraciones: Generalmente seguro para su uso en cosméticos. -Sulfato de magnesio_verde= Beneficios: Agente acondicionador y espesante que ayuda a mejorar la textura del producto. Consideraciones: Generalmente seguro para su uso en cosméticos. -Etilhexilglicerina_amarillo= Beneficios: Agente acondicionador y conservante suave. Consideraciones: Puede causar irritación en algunas personas con piel sensible. -Ácido polihidroxiestearico_amarillo= Beneficios: Agente estabilizante y emulsionante que mejora la textura y la aplicación del producto. Consideraciones: Puede causar irritación en algunas personas con piel sensible. -Tocoferol_verde= Beneficios: Vitamina E que actúa como antioxidante y acondicionador de la piel. Consideraciones: Generalmente seguro para su uso en cosméticos. -Fenoxietanol_rojo= Beneficios: Conservante efectivo contra bacterias y levaduras. Consideraciones: Puede causar irritación en algunas personas con piel sensible. -PUEDE CONTENER Óxidos de Hierro (CI 77491, CI 77492, CI 77499)_amarillo= Beneficios: Pigmentos que proporcionan color al maquillaje. Consideraciones: Generalmente seguro para su uso en cosméticos. -",open_beauty_facts,,,,https://world.openbeautyfacts.org/product/0800897129781/nyx-professional-makeup-03-bare-with-me-vanilla-concealer-serum,open_beauty_facts
8690644353642,Pastel,Pastel Makeup To Skincare Eye Cream + Hydrating Satin Concealer - Göz Kremi + Göz Altı Kapatıcısı 64 Medium Light,"Concealers, Cosmetics, Eye concealers, Face make-up, Liquid concealers, Make-up","Aqua, C15-19 Alkane, Butylene Glycol, Coco-Caprylate, Polyglyceryl-3 Polyricinoleate, Betaine, Oryza Sativa Bran Oil, Vegetable Oil, Magnesium Stearate, Propanediol, Glycerin, Helianthus Annuus Seed Wax, Oryza Sativa Bran Wax, Rhus Succedanea Fruit Wax, Polyglyceryl-3 Diisostearate, Sodium Chloride, Crataegus Monogyna Flower Extract, Jasminum Sambac Flower Extract, Phenoxyethanol, Aluminum Hydroxide, Polyglyceryl-4 Caprate, Sodium Lauroyl Glutamate, Ethylhexylglycerin, Lysine, Magnesium Chloride, Citric Acid, Ascorbyl Palmitate, Tocopherol, CI 77891, CI 77491, CI 77492, CI 77499",open_beauty_facts,,,,https://world.openbeautyfacts.org/product/8690644353642/pastel-makeup-to-skincare-eye-cream-hydrating-satin-concealer-goz-kremi-goz-altı-kapatıcısı-64-medium-light,open_beauty_facts
9370700066776,Revlon,Revlon Colorstay Concealer Flexwear Light 11.4mL,,"Aqua/Water/Eau, Dimethicone, Trimethylsiloxysilicate, Cyclopentasiloxane, Glycerin, Zinc Oxide [nano], PEG/PPG-18/18 Dimethicone, Polyglyceryl-3 Diisostearate, Bis-PEG/PPG-14/14 Dimethicone, Disteardimonium Hectorite, Sodium Chloride, Tribehenin, Butylene Glycol, 1,2-Hexanediol, Alcohol, Alumina, Boron Nitride, Caprylyl Glycol, Dimethiconol, Hydrogen Dimethicone, Methicone, Methyl Methacrylate Crosspolymer, Mica, Sodium Hyaluronate, Sorbitan Sesquioleate, Tetrasodium EDTA, Tocopheryl Acetate, Triethoxycaprylylsilane, Trisiloxane, Phenoxyethanol MAY CONTAIN/PEUT CONTENIR/PUEDE CONTENER (+/-): Iron Oxides (CI 77491) Iron Oxides (CI 77492) Iron Oxides (CI 77499) Titanium Dioxide (CI 77891)",open_beauty_facts,,,,https://world.openbeautyfacts.org/product/9370700066776/revlon-colorstay-concealer-flexwear-light-11-4ml,open_beauty_facts
9370700066783,Revlon,Revlon Colorstay Concealer Flexwear Light Medium 11.4mL,,"Aqua/Water/Eau, Dimethicone, Trimethylsiloxysilicate, Cyclopentasiloxane, Glycerin, Zinc Oxide [nano], PEG/PPG-18/18 Dimethicone, Polyglyceryl-3 Diisostearate, Bis-PEG/PPG-14/14 Dimethicone, Disteardimonium Hectorite, Sodium Chloride, Tribehenin, Butylene Glycol, 1,2-Hexanediol, Alcohol, Alumina, Boron Nitride, Caprylyl Glycol, Dimethiconol, Hydrogen Dimethicone, Methicone, Methyl Methacrylate Crosspolymer, Mica, Sodium Hyaluronate, Sorbitan Sesquioleate, Tetrasodium EDTA, Tocopheryl Acetate, Triethoxycaprylylsilane, Trisiloxane, Phenoxyethanol MAY CONTAIN/PEUT CONTENIR/PUEDE CONTENER (+/-): Iron Oxides (CI 77491) Iron Oxides (CI 77492) Iron Oxides (CI 77499) Titanium Dioxide (CI 77891)",open_beauty_facts,,,,https://world.openbeautyfacts.org/product/9370700066783/revlon-colorstay-concealer-flexwear-light-medium-11-4ml,open_beauty_facts
9370700066790,Revlon,Revlon Colorstay Concealer Flexwear Medium 11.4mL,,"Aqua/Water/Eau, Dimethicone, Trimethylsiloxysilicate, Cyclopentasiloxane, Glycerin, Zinc Oxide [nano], PEG/PPG-18/18 Dimethicone, Polyglyceryl-3 Diisostearate, Bis-PEG/PPG-14/14 Dimethicone, Disteardimonium Hectorite, Sodium Chloride, Tribehenin, Butylene Glycol, 1,2-Hexanediol, Alcohol, Alumina, Boron Nitride, Caprylyl Glycol, Dimethiconol, Hydrogen Dimethicone, Methicone, Methyl Methacrylate Crosspolymer, Mica, Sodium Hyaluronate, Sorbitan Sesquioleate, Tetrasodium EDTA, Tocopheryl Acetate, Triethoxycaprylylsilane, Trisiloxane, Phenoxyethanol MAY CONTAIN/PEUT CONTENIR/PUEDE CONTENER (+/-): Iron Oxides (CI 77491) Iron Oxides (CI 77492) Iron Oxides (CI 77499) Titanium Dioxide (CI 77891)",open_beauty_facts,,,,https://world.openbeautyfacts.org/product/9370700066790/revlon-colorstay-concealer-flexwear-medium-11-4ml,open_beauty_facts
9370700082493,Revlon,Revlon Illuminance Serum Concealer Light 5mL,,"AQUA, DIMETHICONE, ISONONYL ISONONANOATE, CAPRYLIC/CAPRIC TRIGLYCERIDE,GLYCERIN, BUTYLENE GLYCOL, CETYL PEG/PPG-10/1 DIMETHICONE, TRIMETHYLSILOXYSILICATE, SORBITAN OLIVATE, SODIUM CHLORIDE, TRIBEHENIN, DISTEARDIMONIUM HECTORITE, PHENOXYETHANOL, ETHYLHEXYLGLYCERIN, CAPRYLYL GLYCOL, ETHYLHEXYLGLYCERIN, SQUALANE, SODIUM HYALURONATE, XANTHAN GUM, MICA, TRIETHOXYCAPRYLYLSILANE, TITANIUM DIOXIDE (CI 77891), TRIETHOXYCAPRYLYLSILANE, ALUMINA, IRON OXIDES (CI 77492), TRIETHOXYCAPRYLYLSILANE, IRON OXIDES (CI 77491), TRIETHOXYCAPRYLYLSILANE, IRON OXIDES (CI 77499), TRIETHOXYCAPRYLYLSILANE",open_beauty_facts,,,,https://world.openbeautyfacts.org/product/9370700082493/revlon-illuminance-serum-concealer-light-5ml,open_beauty_facts
9370700082509,Revlon,Revlon Illuminance Serum Concealer Light Medium 5mL,,"AQUA, DIMETHICONE, ISONONYL ISONONANOATE, CAPRYLIC/CAPRIC TRIGLYCERIDE,GLYCERIN, BUTYLENE GLYCOL, CETYL PEG/PPG-10/1 DIMETHICONE, TRIMETHYLSILOXYSILICATE, SORBITAN OLIVATE, SODIUM CHLORIDE, TRIBEHENIN, DISTEARDIMONIUM HECTORITE, PHENOXYETHANOL, ETHYLHEXYLGLYCERIN, CAPRYLYL GLYCOL, ETHYLHEXYLGLYCERIN, SQUALANE, SODIUM HYALURONATE, XANTHAN GUM, MICA, TRIETHOXYCAPRYLYLSILANE, TITANIUM DIOXIDE (CI 77891), TRIETHOXYCAPRYLYLSILANE, ALUMINA, IRON OXIDES (CI 77492), TRIETHOXYCAPRYLYLSILANE, IRON OXIDES (CI 77491), TRIETHOXYCAPRYLYLSILANE, IRON OXIDES (CI 77499), TRIETHOXYCAPRYLYLSILANE",open_beauty_facts,,,,https://world.openbeautyfacts.org/product/9370700082509/revlon-illuminance-serum-concealer-light-medium-5ml,open_beauty_facts
3616307650151,Rimmel Multi Tasker,Rimmel Multi Tasker Concealer Ivory 10 ML,,"AQUA/WATER/EAU, ISODODECANE, CYCLOPENTASILOXANE, TRIMETHYLSILOXYSILICATE, BUTYLENE GLYCOL, CETYL PEG/PPG-10/1 DIMETHICONE, TALC, CETEARYL ETHYLHEXANOATE, ACRYLATES CROSSPOLYMER, DIMETHICONE/VINYL DIMETHICONE CROSSPOLYMER, MAGNESIUM SULFATE, BIS-PEG/PPG-14/14 DIMETHICONE, BORON NITRIDE, AMMONIUM ACRYLATES COPOLYMER, TRIBEHENIN, ISOPROPYL TITANIUM TRIISOSTEARATE, DISTEARDIMONIUM HECTORITE, LECITHIN, LAURETH-7, ALUMINA, PHENOXYETHANOL, TRIHYDROXYSTEARIN, CHLORPHENESIN, PROPYLENE CARBONATE, XANTHAN GUM, ALCOHOL DENAT., GLYCERIN, TOCOPHERYL ACETATE, DISODIUM EDTA, DISODIUM DECETH-6 SULFOSUCCINATE, SILICA, SODIUM PCA, UREA, LAURETH-30, SODIUM DEHYDROACETATE, TREHALOSE, HEXYLENE GLYCOL, POLYQUATERNIUM-51, CAPRYLYL GLYCOL, TRIACETIN, SODIUM HYALURONATE, PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE, [May Contain/Peut Contenir/+/-:TITANIUM DIOXIDE (CI 77891), IRON OXIDES (CI 77491, CI 77492, CI 77499)].",open_beauty_facts,,,,https://world.openbeautyfacts.org/product/3616307650151/rimmel-multi-tasker-concealer-ivory-10-ml,open_beauty_facts
